"paragraph","error_message","polarity_class","polarity_score","emotion"
"তথ্য মন্ত্রীর কাজই মিথ্যা তথ্য দিয়ে মানুষের নিজেকে বিনোদন জগতের হাসির পাত্রে পরিণত হওয়া",,"stronglyNegative",-0.999868106842041,"{""neutral"":0.0019249292090535164,""happy"":0.0007621882250532508,""anger/disgust"":0.9889484643936157,""sadness"":0.036641865968704224,""surprise"":0.0013618427328765392,""fear"":0.0008103552972897887}"
"পাগল তোর কথা সুনে মাতা দুইটা গরম হয়ে ছাগল তিন নাম্বার বাচ্চা",,"stronglyNegative",-0.9999250650405884,"{""neutral"":0.00014499422104563564,""happy"":0.00031533767469227314,""anger/disgust"":0.9997443556785583,""sadness"":0.001571107772178948,""surprise"":0.0004448026593308896,""fear"":0.000027055959435529076}"
"মিথ্যা কতকাল থোবোড় বাজি কতদিন",,"stronglyNegative",-0.9997017621994019,"{""neutral"":0.007411140948534012,""happy"":0.0014950024196878076,""anger/disgust"":0.8926447033882141,""sadness"":0.20478256046772003,""surprise"":0.004611773882061243,""fear"":0.004767249803990126}"
"কিসের অপিস এন পির টেনসনে ওগো মাথা খারাপ",,"stronglyNegative",-0.9964157819747925,"{""neutral"":0.0027209606487303972,""happy"":0.0014504243154078722,""anger/disgust"":0.7427130937576294,""sadness"":0.5443721413612366,""surprise"":0.005218904931098223,""fear"":0.0192915890365839}"
"কাকু রাখতে বয়স ৪৫",,"neutral",-0.19999091625213625,"{""neutral"":0.9987947940826416,""happy"":0.00041908404091373086,""anger/disgust"":0.0003245456609874964,""sadness"":0.00014753764844499528,""surprise"":0.000849403440952301,""fear"":0.000143678073072806}"
"সালা ভোটের মন্ত্রী সত্য কথা শিকার লজ্জা লাগে বিএনপির মিছিলে লাখো মানুষের ডল ছিলো বুকে সাহস এতই জনপ্রিয়তা নির্দলীয় নিরপেক্ষ সরকারের অধীনে নির্বাচন দেখেন বোঝা কার জনপ্রিয়তা চোখে দেখেছি দিনের ভোট রাতে অবৈধভাবে সরকার গঠন শালা বাটপার কোথাকার",,"stronglyNegative",-0.9999341487884521,"{""neutral"":0.0001869284751592204,""happy"":0.0003236844786442816,""anger/disgust"":0.9993614554405212,""sadness"":0.007152589503675699,""surprise"":0.0007110341684892774,""fear"":0.00014051294419914484}"
"স্যার কথায় ভঙ্গিতে রহস্য",,"weaklyPositive",0.5634200096130372,"{""neutral"":0.1699219048023224,""happy"":0.012823128141462803,""anger/disgust"":0.006307483650743961,""sadness"":0.0022401975002139807,""surprise"":0.8671302795410156,""fear"":0.007162293419241905}"
"লোকটিঅনেক ভালো মানুষ",,"stronglyPositive",0.9353991508483888,"{""neutral"":0.00015989910752978176,""happy"":0.9997261166572571,""anger/disgust"":0.00010096641926793382,""sadness"":0.0003828092594631016,""surprise"":0.0004132914764340967,""fear"":0.000011242997970839497}"
"রাতে ঘুম কারণে ভুল বকে",,"weaklyNegative",-0.5998911142349244,"{""neutral"":0.021913105621933937,""happy"":0.0003191500436514616,""anger/disgust"":0.5228100419044495,""sadness"":0.5232388973236084,""surprise"":0.004497538786381483,""fear"":0.003611748106777668}"
"পাগল হয়ে হাসু জব্বার বলি খেলায় মানুষ গননার দায়িত্ব হাসু",,"stronglyNegative",-0.972795820236206,"{""neutral"":0.17985087633132935,""happy"":0.2604720890522003,""anger/disgust"":0.47501683235168457,""sadness"":0.05833053216338158,""surprise"":0.0781288594007492,""fear"":0.012856786139309406}"
"হেতেরে হেরলাই ভালোবাসি",,"stronglyPositive",0.9992453575134279,"{""neutral"":0.0009709750302135944,""happy"":0.9972230195999146,""anger/disgust"":0.003315388225018978,""sadness"":0.0011004636762663722,""surprise"":0.0010336466366425157,""fear"":0.00006558667519129813}"
"সালাএকটা গাজা খোর চখো নসটে হয়ে পাগল একটা ছাগল",,"stronglyNegative",-0.9999444007873535,"{""neutral"":0.00010450131230754778,""happy"":0.0002652565890457481,""anger/disgust"":0.999758780002594,""sadness"":0.0015020058490335941,""surprise"":0.00039330837898887694,""fear"":0.000013896417840442155}"
"আছেন পাবনার মানুষ থাকলে একটা মেসেজ জলতি ভাই উপকার পাগল টাকে বন্ধি হবে৷ নাইলে জাকে দেকবে তাকেই কামর৷ দিবে",,"weaklyNegative",-0.5970051765441895,"{""neutral"":0.0034623786341398954,""happy"":0.00331270438618958,""anger/disgust"":0.9792711734771729,""sadness"":0.05002719908952713,""surprise"":0.004331444390118122,""fear"":0.012363109737634659}"
"ওরে ভাই আপনাদের ইচ্ছা একজন সাধারন জনগন বলছি দলের দালাল তারি ক্ষমতা ছাড়েন আমাদেরকে মুক্তি",,"stronglyNegative",-0.999785304069519,"{""neutral"":0.0018919213907793164,""happy"":0.0014773019356653094,""anger/disgust"":0.9836583733558655,""sadness"":0.037889786064624786,""surprise"":0.001777674537152052,""fear"":0.0025782259181141853}"
"জনগন জনগন জনগন আপনাদের কর্মিরা",,"stronglyPositive",0.9943295478820802,"{""neutral"":0.5544031262397766,""happy"":0.1270703226327896,""anger/disgust"":0.23955826461315155,""sadness"":0.009276757016777992,""surprise"":0.002421559998765588,""fear"":0.0017731882398948073}"
"বিরাট তথ্য স্যার ২১শে পদক প্রদানের জোর দাবি জানাচ্ছি",,"stronglyPositive",0.9998944520950319,"{""neutral"":0.03871464729309082,""happy"":0.9409123659133911,""anger/disgust"":0.0377238430082798,""sadness"":0.006872621364891529,""surprise"":0.004158690106123686,""fear"":0.0009048182400874794}"
"হাসি তামাশা",,"weaklyNegative",-0.5996526479721069,"{""neutral"":0.18569713830947876,""happy"":0.768444836139679,""anger/disgust"":0.08413957059383392,""sadness"":0.015026994980871677,""surprise"":0.013192878104746342,""fear"":0.0035668346099555492}"
"বাংলার মানুষ আপনাকে মানষিক রোগী হিসেবেই চিনে",,"stronglyNegative",-0.9992309093475342,"{""neutral"":0.0005704752984456718,""happy"":0.0002703502541407943,""anger/disgust"":0.990799605846405,""sadness"":0.04044456407427788,""surprise"":0.0004554239858407527,""fear"":0.0002502671559341252}"
"একজন বাক প্রতিবন্ধী",,"stronglyNegative",-0.9983370065689087,"{""neutral"":0.04390270635485649,""happy"":0.0015835673548281193,""anger/disgust"":0.0013796790735796094,""sadness"":0.9587948322296143,""surprise"":0.0012137445155531168,""fear"":0.006247602868825197}"
"পাগলে ছাগলে খায়",,"stronglyNegative",-0.954194164276123,"{""neutral"":0.014444173313677311,""happy"":0.0006771668558940291,""anger/disgust"":0.9652552008628845,""sadness"":0.019644519314169884,""surprise"":0.004803575575351715,""fear"":0.0009429196361452341}"
"হার্সকর ব ্যাক্তি",,"stronglyNegative",-0.9929282188415527,"{""neutral"":0.036698371171951294,""happy"":0.09201174974441528,""anger/disgust"":0.7887707948684692,""sadness"":0.15858356654644012,""surprise"":0.029734522104263306,""fear"":0.020602164790034294}"
"হাছা মাহমুদ কানা",,"stronglyNegative",-0.9991878271102905,"{""neutral"":0.0007063015946187079,""happy"":0.00046995520824566483,""anger/disgust"":0.9989566802978516,""sadness"":0.0007468790281563997,""surprise"":0.0005174253601580858,""fear"":0.000020777955796802416}"
"মানুষ টাকে দেখলাম আজও একটা সত্য কথা",,"stronglyPositive",0.9998496055603028,"{""neutral"":0.053261902183294296,""happy"":0.6170720458030701,""anger/disgust"":0.12669579684734344,""sadness"":0.058010391891002655,""surprise"":0.17117859423160553,""fear"":0.004658834543079138}"
"যৌন কর্মীর ছেলে",,"stronglyNegative",-0.9997919797897339,"{""neutral"":0.20136630535125732,""happy"":0.009071426466107368,""anger/disgust"":0.5320766568183899,""sadness"":0.14145536720752716,""surprise"":0.1509891301393509,""fear"":0.11180157214403152}"
"হালার পুত সাহস থাকলে সুষ্ঠু নির্বাচন দিয়ে দেখ",,"stronglyNegative",-0.9983903646469117,"{""neutral"":0.0001453204604331404,""happy"":0.00026636585243977606,""anger/disgust"":0.9998261332511902,""sadness"":0.0010595627827569842,""surprise"":0.0005162233137525618,""fear"":0.000013220515938883182}"
"সোনামিয়ার একটা বলতেই",,"neutral",0.1998270630836487,"{""neutral"":0.005961716175079346,""happy"":0.9808605909347534,""anger/disgust"":0.018724828958511353,""sadness"":0.0015952915418893099,""surprise"":0.00588005967438221,""fear"":0.0002541248977649957}"
"আল্লাহ আপনাকে হেফাজত করুক মিথ্যা",,"weaklyPositive",0.5738762855529786,"{""neutral"":0.03884046524763107,""happy"":0.017197102308273315,""anger/disgust"":0.05893050879240036,""sadness"":0.18846476078033447,""surprise"":0.017566775903105736,""fear"":0.8481533527374268}"
"ছাগল গুলো পড়ে বিরোধীদল দেশ কিভাবে উন্নতি যায়",,"stronglyNegative",-0.9997695446014404,"{""neutral"":0.0011523558059707284,""happy"":0.00019363497267477214,""anger/disgust"":0.997992753982544,""sadness"":0.0025153320748358965,""surprise"":0.0012943341862410307,""fear"":0.000059277921536704525}"
"হাসান মাহমুদকে দেখলেই রাগ সৃষ্টি বালের মন্ত্রী",,"stronglyNegative",-0.999885869026184,"{""neutral"":0.0001817380398279056,""happy"":0.00016819713346194476,""anger/disgust"":0.9997218251228333,""sadness"":0.0015431232750415802,""surprise"":0.00045649142703041434,""fear"":0.000030104874895187095}"
"লোকটাকে জু পেটা করলেও মনের রাগ কমবেনা",,"stronglyNegative",-0.9998612880706788,"{""neutral"":0.00040033640107139945,""happy"":0.00042874840437434614,""anger/disgust"":0.9986557960510254,""sadness"":0.0037814639508724213,""surprise"":0.0004982745740562677,""fear"":0.00009367208258481696}"
"তোরা আছো বলেই বিনো দোন পাই",,"stronglyPositive",0.9660394668579102,"{""neutral"":0.017903095111250877,""happy"":0.9625118970870972,""anger/disgust"":0.023398397490382195,""sadness"":0.0069457124918699265,""surprise"":0.0021952090319246054,""fear"":0.0004978157812729478}"
"নডির পোলা মানুষ হইলো",,"stronglyNegative",-0.999337100982666,"{""neutral"":0.00021102324535604566,""happy"":0.00010699617268983275,""anger/disgust"":0.9990515112876892,""sadness"":0.0005569152999669313,""surprise"":0.009307440370321274,""fear"":0.000014757814824406523}"
"আ লীগের এমপি মন্ত্রী গাজা খাই এসব গাজাখুরকে শেখ হাসিনা কেমনে মন্ত্রী বানাই",,"stronglyNegative",-0.9999421119689942,"{""neutral"":0.00028244065470062196,""happy"":0.00021063427266199142,""anger/disgust"":0.9993047714233398,""sadness"":0.0017824899405241013,""surprise"":0.0008251069230027497,""fear"":0.0000650776710244827}"
"কম মানুষ দরকার গাড়ি বন্দো রাখার বাঁধা মনবে গাড়ি বন্দো জনগণ ঠেকিয়ে জাবে",,"stronglyNegative",-0.9867845296859741,"{""neutral"":0.045266930013895035,""happy"":0.0049149347469210625,""anger/disgust"":0.93477463722229,""sadness"":0.030148884281516075,""surprise"":0.013926560990512371,""fear"":0.007405390031635761}"
"কাকু ময়মনসিংহ সমাবেশে মানুষ হয়ছিলো চোখের ভিডিও টা দেখেন",,"neutral",0.19997704029083252,"{""neutral"":0.5778681635856628,""happy"":0.48896971344947815,""anger/disgust"":0.00410862360149622,""sadness"":0.0018687840783968568,""surprise"":0.006936788093298674,""fear"":0.001068937941454351}"
"দুর্গা কালীর মূর্তীর পক্ষ আপনাকে নিরব মিথ্যা বলায় দনবাদ",,"stronglyNegative",-0.9997440099716186,"{""neutral"":0.0647459551692009,""happy"":0.4512573182582855,""anger/disgust"":0.4709693193435669,""sadness"":0.11068104207515717,""surprise"":0.006641185376793146,""fear"":0.004192069638520479}"
"লোকটার চেহারা দেখলে কলিজা ফেটে চৌচির হউক মুখে হাসি হাসি ব্রিফিং চাই",,"stronglyPositive",0.9969787597656251,"{""neutral"":0.009510156698524952,""happy"":0.20909932255744934,""anger/disgust"":0.8686049580574036,""sadness"":0.07241476327180862,""surprise"":0.004603548441082239,""fear"":0.007526318542659283}"
"মিথ্যা বলাতে নোভেল পাবার যোগ্য এক মানুষ",,"weaklyPositive",0.5958504676818849,"{""neutral"":0.0032025580294430256,""happy"":0.059333834797143936,""anger/disgust"":0.9746599793434143,""sadness"":0.0032194899395108223,""surprise"":0.0035252368543297052,""fear"":0.00010629204189172015}"
"চোপার জোর কমিয়ে দেশ ভাবো",,"weaklyNegative",-0.5986337184906005,"{""neutral"":0.00019049015827476978,""happy"":0.00013921622303314507,""anger/disgust"":0.9997268319129944,""sadness"":0.0013667535968124866,""surprise"":0.0004566165735013783,""fear"":0.000019946493921452202}"
"মানুষ বুঝে আপনারা বিএনপি",,"weaklyNegative",-0.5968712568283081,"{""neutral"":0.008045747876167297,""happy"":0.003159050829708576,""anger/disgust"":0.9733077883720398,""sadness"":0.03335613012313843,""surprise"":0.004600761458277702,""fear"":0.002388825872913003}"
"তথ্যমন্ত্রী তথ্যই ভুল",,"weaklyNegative",-0.5990277528762817,"{""neutral"":0.003965090494602919,""happy"":0.002475807908922434,""anger/disgust"":0.20384638011455536,""sadness"":0.9120301604270935,""surprise"":0.004255843814462423,""fear"":0.006260785739868879}"
"তোর কথা শুনে সবাই হাসে",,"weaklyNegative",-0.5996931552886963,"{""neutral"":0.0019400009186938405,""happy"":0.9960696697235107,""anger/disgust"":0.004568904172629118,""sadness"":0.0014277412556111813,""surprise"":0.0007582898251712322,""fear"":0.00009981222683563828}"
"জানতাম মিথ্যা কথা বলেএখন দেখি চোঁখে সমস্যা",,"weaklyNegative",-0.5998801708221435,"{""neutral"":0.0036688661202788353,""happy"":0.0018665813840925694,""anger/disgust"":0.020669208839535713,""sadness"":0.97642582654953,""surprise"":0.005897955968976021,""fear"":0.04699074849486351}"
"নারায়ে তাকবির এইটা ত মুসলিমদে তাকবির তদের হইচে তুরা মুসলিম",,"stronglyPositive",0.9147285461425783,"{""neutral"":0.057609234005212784,""happy"":0.01728241518139839,""anger/disgust"":0.9016283750534058,""sadness"":0.041690513491630554,""surprise"":0.014454561285674572,""fear"":0.004837841726839542}"
"শালা তুই ছাগলের তিন নাম্বার বাচ্চা খারাপ তোরা দেখি তোরা ফেরাউনের ছোট ভাই তোরা আসলেই নটিপাড়ার দালালের মিয়া দালালের ছাওয়াল তোদের জন্ম হইছে দোলোদিয়া নটিপাড়ায়",,"stronglyNegative",-0.9999274969100952,"{""neutral"":0.0001615821529412642,""happy"":0.0004970002337358892,""anger/disgust"":0.9993869066238403,""sadness"":0.0036770901642739773,""surprise"":0.0005591241642832756,""fear"":0.00009956383291864768}"
"নারায়ে তাকবীর আল্লাহু আকবর",,"stronglyPositive",0.9663284778594972,"{""neutral"":0.6217664480209351,""happy"":0.3911935091018677,""anger/disgust"":0.0032937887590378523,""sadness"":0.000750271778088063,""surprise"":0.0037233587354421616,""fear"":0.0005705957300961018}"
"সৃষ্টি স্লোগান নারায়ে তাকবীর আল্লাহু আকবার শ্লোগান চলছে চলবে",,"stronglyPositive",0.9507144689559938,"{""neutral"":0.5717121362686157,""happy"":0.41000828,""anger/disgust"":0.007766938768327236,""sadness"":0.0011364558013156056,""surprise"":0.0026405903045088053,""fear"":0.0005394870531745255}"
"নারেই তাববির আল্লাহ আকবর",,"stronglyPositive",0.9794829845428468,"{""neutral"":0.3261938691139221,""happy"":0.5089004039764404,""anger/disgust"":0.05096686631441116,""sadness"":0.02573946863412857,""surprise"":0.021142711862921715,""fear"":0.036554206162691116}"
"নারায়ে তাকবীর আললাহু আকবার",,"stronglyPositive",0.9446670293807984,"{""neutral"":0.5199764370918274,""happy"":0.4025367796421051,""anger/disgust"":0.005123264621943235,""sadness"":0.000996147282421589,""surprise"":0.004445270169526339,""fear"":0.00076798110967502}"
"একদল বাংলাদেশ ভারত পাকিস্তান বানাতে চাচ্ছে",,"weaklyNegative",-0.596388292312622,"{""neutral"":0.0028424393385648727,""happy"":0.0005561246653087437,""anger/disgust"":0.9903457760810852,""sadness"":0.0189927127212286,""surprise"":0.00395106989890337,""fear"":0.0022620318923145533}"
"নারায়ে তাকবির আল্লাহ আকবার",,"stronglyPositive",0.9983519554138185,"{""neutral"":0.26796311140060425,""happy"":0.7755231261253357,""anger/disgust"":0.0021760116796940565,""sadness"":0.0007965967524796724,""surprise"":0.002573406556621194,""fear"":0.000530705729033798}"
"নারায়ে তকবির আল্লা হুআকবার ইসলাম জিন্দাবাদ বাংলাদেশ জিন্দাবাদ",,"stronglyPositive",0.9996023416519166,"{""neutral"":0.0401160754263401,""happy"":0.9581372737884521,""anger/disgust"":0.003804033389315009,""sadness"":0.001504986546933651,""surprise"":0.002752104541286826,""fear"":0.001042802701704204}"
"নারায়ে তাকবির আল্লাহু আকবার",,"stronglyPositive",0.9696664571762086,"{""neutral"":0.9002659320831299,""happy"":0.0925237387418747,""anger/disgust"":0.0015636642929166555,""sadness"":0.0004976869095116854,""surprise"":0.0017685680650174618,""fear"":0.0004789044614881277}"
"লিল্লাহী তাকবীর আল্লাহু আকবার",,"stronglyPositive",0.9976076602935793,"{""neutral"":0.5795772075653076,""happy"":0.40211161971092224,""anger/disgust"":0.006153085269033909,""sadness"":0.0025931489653885365,""surprise"":0.007444750051945448,""fear"":0.0041635348461568356}"
"নারায়েতাকবির আললাহু আকবার পাকিস্তানি হয়ে গেলাম তোমাদের সমস্যা কোথায়",,"weaklyNegative",-0.5658564329147339,"{""neutral"":0.003702044952660799,""happy"":0.00318197556771338,""anger/disgust"":0.9826385974884033,""sadness"":0.029267314821481705,""surprise"":0.00872104149311781,""fear"":0.0020652597304433584}"
"এগুলো বেজন্মা জারজ সন্তান",,"stronglyNegative",-0.9999436378479004,"{""neutral"":0.00014078787353355438,""happy"":0.0002137837727786973,""anger/disgust"":0.9997759461402893,""sadness"":0.0012436818797141314,""surprise"":0.00036822701804339886,""fear"":0.00001629524376767222}"
"নারাই তাকবীর আল্লাহু আকবর",,"stronglyPositive",0.9568399667739869,"{""neutral"":0.6977415680885315,""happy"":0.31314268708229065,""anger/disgust"":0.0036648139357566833,""sadness"":0.0007271032081916928,""surprise"":0.004419037140905857,""fear"":0.0005930557963438332}"
"নারায়ে তাকবীর আল্লাহু আকবর কারো সমস্যা তাকলে বলিছ",,"weaklyPositive",0.5963532686233521,"{""neutral"":0.9862891435623169,""happy"":0.012605967000126839,""anger/disgust"":0.004731217864900827,""sadness"":0.0028229830786585808,""surprise"":0.0017137594986706972,""fear"":0.001728698262013495}"
"আরে মুনাফিক লীগের কুত্তারা তোদের পিতা বঙ্গবন্ধুই নারে তাকবীর আল্লাহু আকবার বইলা বাংলা সর্বশক্তিমান",,"stronglyNegative",-0.9997740507125854,"{""neutral"":0.00031531875720247626,""happy"":0.00042684722575359046,""anger/disgust"":0.999325156211853,""sadness"":0.002469273516908288,""surprise"":0.0007564962725155056,""fear"":0.00006307412695605308}"
"পাগল সু সময়",,"weaklyNegative",-0.4317254066467285,"{""neutral"":0.06250779330730438,""happy"":0.7785714864730835,""anger/disgust"":0.12913575768470764,""sadness"":0.04997631534934044,""surprise"":0.016006939113140106,""fear"":0.004247520584613085}"
"আল্লাহ্ আকবর বললে রাজাকার",,"weaklyNegative",-0.599874210357666,"{""neutral"":0.011775878258049488,""happy"":0.001807710505090654,""anger/disgust"":0.9774358868598938,""sadness"":0.020456941798329353,""surprise"":0.004869046155363321,""fear"":0.003599643474444747}"
"তোরা মর রে ইবলিসের বাহিনী",,"stronglyNegative",-0.9998407125473022,"{""neutral"":0.0005506688030436635,""happy"":0.00034863565815612674,""anger/disgust"":0.9974827170372009,""sadness"":0.005345314275473356,""surprise"":0.0004939996870234609,""fear"":0.00024639442563056946}"
"ভারতের দালাল দের দিনশেষ খালেদা জিয়ার বাংলাদেশ নারায়ে তকবির নারায়ে তকবির আল্লাহ আকবর আল্লাহু আকবর",,"stronglyPositive",0.9711147069931032,"{""neutral"":0.024862563237547874,""happy"":0.01766989566385746,""anger/disgust"":0.9603529572486877,""sadness"":0.015520126558840275,""surprise"":0.0028748423792421818,""fear"":0.0018958630971610546}"
"নাস্তিক দালাল নিপাত যাক নারায়েতকবির আল্লাহু আকবর",,"stronglyNegative",-0.9719463348388672,"{""neutral"":0.000801126123405993,""happy"":0.0019307293696328998,""anger/disgust"":0.9970014691352844,""sadness"":0.007264586631208658,""surprise"":0.000425518344854936,""fear"":0.0002377374767092988}"
"নারাইয়ে তাকবির আল্লাহু আকবর",,"weaklyPositive",0.4828639507293702,"{""neutral"":0.8781829476356506,""happy"":0.12025127559900284,""anger/disgust"":0.001154738594777882,""sadness"":0.00020878910436294973,""surprise"":0.0014461089158430696,""fear"":0.00016849185340106487}"
"নারায়ে তাকবীর আল্লহু আকবার",,"stronglyPositive",0.972995710372925,"{""neutral"":0.38634639978408813,""happy"":0.6216325163841248,""anger/disgust"":0.004991244059056044,""sadness"":0.002715303096920252,""surprise"":0.006709088571369648,""fear"":0.0034177107736468315}"
"পাগলা গারদে জান",,"weaklyNegative",-0.590446662902832,"{""neutral"":0.02646828629076481,""happy"":0.0039445036090910435,""anger/disgust"":0.4520290195941925,""sadness"":0.41620969772338867,""surprise"":0.008048382587730885,""fear"":0.1539125293493271}"
"শয়তান ইনশাল্লাহ",,"stronglyNegative",-0.9992911100387574,"{""neutral"":0.07210086286067963,""happy"":0.20366795361042023,""anger/disgust"":0.7488676905632019,""sadness"":0.01626126654446125,""surprise"":0.005664235912263393,""fear"":0.0014290913240984082}"
"নারায়ে তাকবীর আল্লাহু আকবার",,"stronglyPositive",0.9631344079971315,"{""neutral"":0.7834838032722473,""happy"":0.19996531307697296,""anger/disgust"":0.00241087912581861,""sadness"":0.0007607347797602415,""surprise"":0.0028625286649912596,""fear"":0.0007822067709639668}"
"বুঝলাম দেশের এতো গাঁজা কোথায় যায়",,"stronglyNegative",-0.9998724460601807,"{""neutral"":0.002114930422976613,""happy"":0.00033048054319806397,""anger/disgust"":0.9941360950469971,""sadness"":0.004674078430980444,""surprise"":0.007317944895476103,""fear"":0.00009783073619473726}"
"নারায়েন তাকবির আল্লাহু আকবার",,"stronglyPositive",0.9812160968780519,"{""neutral"":0.8207436800003052,""happy"":0.151594877243042,""anger/disgust"":0.0028355817776173353,""sadness"":0.0010179668897762895,""surprise"":0.004184711258858442,""fear"":0.0014549209736287594}"
"নারায়ে তাকবীর আল্লাহু আকবর",,"stronglyPositive",0.9663284778594972,"{""neutral"":0.6217664480209351,""happy"":0.3911935091018677,""anger/disgust"":0.0032937887590378523,""sadness"":0.000750271778088063,""surprise"":0.0037233587354421616,""fear"":0.0005705957300961018}"
"নারায়েন তাকবীর আল্লাহু আকবার",,"stronglyPositive",0.9802560806274415,"{""neutral"":0.6454992890357971,""happy"":0.2900237739086151,""anger/disgust"":0.0037962947972118855,""sadness"":0.0014594605891034007,""surprise"":0.006573877297341824,""fear"":0.002382432110607624}"
"নারায়ে তাকবীর আল্লাহ আকবর",,"stronglyPositive",0.9986703395843507,"{""neutral"":0.13504506647586823,""happy"":0.8844496607780457,""anger/disgust"":0.002161960816010833,""sadness"":0.000600251427385956,""surprise"":0.0020588994957506657,""fear"":0.0003625159151852131}"
"নারায়ে তাকবির আল্লাহু আকবার",,"stronglyPositive",0.9696664571762086,"{""neutral"":0.9002659320831299,""happy"":0.0925237387418747,""anger/disgust"":0.0015636642929166555,""sadness"":0.0004976869095116854,""surprise"":0.0017685680650174618,""fear"":0.0004789044614881277}"
"আপা জামাই সংসার রাসতার মাঝে কেনো এতো পুরুষের মাঝে",,"weaklyNegative",-0.5997870206832885,"{""neutral"":0.11535166949033737,""happy"":0.017437083646655083,""anger/disgust"":0.22431667149066925,""sadness"":0.34003961086273193,""surprise"":0.36595481634140015,""fear"":0.0978463813662529}"
