,texts
286,জনগ নের কিভুত হওয়া ভা লো লে গে ছে দুঃ খের বিষয় সমা বে শ দে খে বিদু ্যতের দাম বাড়া নো হ চ্ছে
287,অবিলম্বে আওয়ামী লীগে পতন ডাক দেয়া
288,প্রতিবন্দী ওয়াবায়দুল কাদির এন জনগন বিচ্ছিন্ন বলি কাদির দেখেন জনগন বিচ্ছিন্ন এন আমীলিগ
289,জানের ভয় জীবনের হুমকি ত্যাগ মানুষ আসছে আওয়ামী লীগ সমাবেশে অর্ধেক মানুষ
290,গত বারের মত দালালদের খপ্পরে হাসিনার মিথ্যা কথার ফাঁদে পড়ে বিদেশী শক্তির পরামর্শে তত্ত্বাবধায়ক সরকার ব্যবস্থা ছাড়া নির্বাচনে অংশ সত্যের পথে বি্জ্য় নিশ্চিত
291,বিএনপির মরণ কামড়
292,গণজোয়ার হয়েছে বিএনপির
293,এখনো মরে এদেশের মানুষের কলিজায়
294,কথাইতো সংবাদিক ভাই গুছিয়ে পারছে
295,আওয়ামী লীগ বয়কট করুন
296,ইনশাআল্লাহ বিজয় সন্নিকটে
297,এন নেতাদের দায়িত্ব আওয়ামী লীগ ৭৫ সালে দায়িত্ব
298,আলহামদুলিল্লাহ স্বৈরাচারী পতন যাক বাংলাদেশ মুক্তি পাক মনটা ভরে
299,জয় একদিন ইনশাআল্লাহ
300,সামীম ওসমান কালা চশমা পরা নিষেধাজ্ঞা শামীম ওসমান কালা চশমা ১০ ১৭ লোক
301,লাঠি ছাড়া বের হওয়া নিরাপদ
302,ইনশাআল্লাহ অবৈধ সরকারের পতন
303,আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ বিজয় সুনিশ্চিত
304,এনপি শেষ জানেনা বিএনপি মানেই ১৮ মানুষের বাংলাদেশ
305,দেশ কখনো কারো কথায় আল্লাহ যেভাবে চালান সেভাবেই
306,হুমকি দেওয়ার নিন্দা জানাচ্ছি
307,জিয়ার সৈনিক এক হও লড়াই করুণ
308,থাকার সময় আসেন সবাই এক হয়ে রাস্তায় নেমে আসেন
309,হঠাও মাফিয়া বাঁচাও দেশ টেইক ব্যাক বাংলাদেশ
310,চট্টগ্রাম বিভাগ মাটি বিএনপির ঘাঁটি
311,নেত্রী খালেদা জিয়া জিয়া খালেদা
312,এগিয়ে ইনশাআল্লাহ সত্য বিজয়
313,এন জিন্দাবাদ
314,জনগন জেগেছে অধিকার আদায়
315,অবৈধ লাইলাতুলকদর হাসিনা হটাও দেশ বাঁচাও
316,কাদের কাকু বিএনপির আন্দোলন পারছেন
317,চ্যানেল সুবিধা বাদী চ্যানেল পরিবার ধংস হয়ে
318,এন পির ভাইদের রইলো শুভ কামনা
319,জয়ের আলো আলহামদুলিল্লাহ
320,মুক্তিকামী মানুষের আর্তনাদ জনতার জনসমুদ্র
321,আলহামদুলিল্লাহ হে রব জন্মভূমি শকুনের হাত রক্ষা করো আমিন
322,পথে পথে বাধা আরো বেশী জনসমুদ্রে পরিণত হতো
323,আমিও গিছিলাম চট্টগ্রাম ফুটবল এস্টুডিয়ামের পাশে মানুষ হয়ছে কোটির
324,ভোট দিবার অধিকার চাই ভোটের হিন্দুদের নির্যাতন চাই কারো গুলাম নই হিন্দুর অধিকারের কথা বলবে তাকেই ভোট দেব
325,এদেশের মানুষ সরকারকে এরকম সম্মেলন দেখলেই বোঝা
326,অামি ছিলাম ১০ ১২ লাখ মানুষ হয়েছে
327,মাশাল্লাহ এগিয়ে জাও দুয়া রইলো
328,নবি হযরত মোহাম্মদ সল্লাল্লাহু আলাইহি ওয়াসাল্লামকে ভালোবাসো
329,আল্লাহ বাংলাদেশ শান্তি
330,কিরে হালার পুরা লোক লাখ
331,আওয়ামী লীগের নেতারা দেখেছি রাতে মাইকিং বলেছে জনসমাবেশে যাবেন গ্রামে আসতে পারবে এটাও গণতন্ত্র দেশ দেখেন আল্লাহ পাক রব্বুল আলামীন জনসমাবেশ সফল ঠিকই জনগণের ইচ্ছা পূরণ ইনশাল্লাহ
332,অমাবস্যার আঁধার কেটে উঠবে ঠিকই খুশির চাঁদ অত্যাচারীর ভাংতে পাঁজর শক্ত কোমর বাঁধ
333,শামিম উসমান লোক চোখে চোখ কানা
334,বোরকা শামীম দেখ ১০ মানুষ
335,সময় টিভি ক্যামেরাতে যতগুলা মানুষ জনসমাবেশে আসছে চাইতে তিনগুণ মানুষ ক্যামেরার বাইরে হয়তোবা ধারণ হয়তোবা ক্যামেরা ক্যাপাসিটি কম সবগুলো ধরতে মানুষ ক্যামেরাতে সম্ভব
336,সমাবেশে দেশে দেয় দেশের মানুষ নাস্তিকলীগের বিরুদ্ধে ফুসে উঠেছে দেশের মানুষ জয় ঘরে ফিরবে ইনশাআল্লাহ
337,এগিয়ে চলেছে দ্বীপ টেলিভিশন
338,মূল্য বৃদ্ধিকে রাজনৈতিক ইস্যু হিসেবে দূর্নীতিকে একমাত্র হিসেবে দেখানোর সুযোগ অতীতের যেকোন সময়ের চেয়ে বিশ্ব দূর্নীতির তালিকায় বাংলাদেশ চ্যামপিয়ান আমদানিকৃত দ্রব্যের মূল্য বিক্রি মূল্যের অস্বাভাবিক অসামঞ্জস্যের সঠিক তথ্য উপস্থাপন অস্থিতিশীল পরিবেশ তৈরির চেষ্টার সুযোগ
339,লাটী আনবনা তুমরা পুলিশ আনইওনা সমানসমান
340,ইয়া আল্লাহ মানুষদের আশা পূরণ করুন দেশে শান্তি
341,খবর আপনাদের খারাপ লাগছেনা বিএনপি ক্ষমতায় সমায় টিভি বন্ধ কারুন আপনারা আওমিলিগ মার্কা সার্থের জনগণের অধিকার খেলছেন
342,আওয়ামী সরকার বিএনপিদের বড় বড় নেতাকর্মীদের ঘুম হত্যা খুন মিথ্যা মামলায় ভরে রেখেছে কিছুদিন যাবত সমাবেশ গুলো বোঝা দেশের সকল জনগণ এক
343,আলহামদুলিল্লাহ সমাবেশ সফল সার্থক
344,টাকা খরচ মহা সমাবেশ লাভ চট্রগ্রাম বিভাগ আশে পার্শে মিলায়ে সংসদীয় আসন ৭০ টির অধিক রয়েছে ৫ ৭ লাখ লোক একত্রিত লাভ তাহাতেও প্রকৃত সমর্থক ভোটার সংখ্যা অনুমান ২ ৩ এম পরিমান ভোটের দরকার পরিমান লোক মহাবেসে হাজির পারবেন টাকা খরচ করেও তাহাছারা চট্রগ্রামে এন নেতাদের মিল ফ্যাক্টরী রয়েছে মিল ফ্যাক্টরীর শ্রমিক কর্মচারী রয়েছে তাদেরকে চাপ প্রয়োগ সমাবেশে নিয়া আসবেন ফলাফল মিলায়ে বুঝা সারা চট্রগ্রাম বিভাগে আপনারা ৫ আসন পাইবেন জামেলা লাভ আরো টোকাই আউল ফাউল কথা বিপদে পরবে চেয়ে উপজেলা পর্যায়ে সমাবেশ করুন নেতাদের জানিয়ে উপজেলা লোক আনবার কিছুটা আপনারা বুজতে পারবেন আপনাদের সমর্থন কতটা পরামর্শটা সকল দলের প্রযোজ্য সারা দুনিয়ার লোক এক জায়গায় ঝরো আপাতত শান্তনা পারবেন সভায় লোক হয়েছে কিনতু ভাইয়েরা লোক গুলো কিনতু এক জায়গায় ভোট দিবে এলাকায় ভোট দিবে কিনতু ভোট গননার দেখবেন অধিকাংশ সংসদীয় আসনে ২৫ ৩০ হাজারের ভোট পান নি পুরাতন ক্যাসেট বাজিয়ে শুনাবেন কারচুপি আমাদেরকে হারানো হয়েছে
345,আজকের সমাবেশ সফল
346,আজকে সাংবাদিকের স্বৈরাচারী সরকার কথা শুনে ভালো লাগলো আশা সকল সাংবাদিকদের বোধদয় এভাবেই
347,একটাই আওয়াজ ভোট চোর ভোট চোর শেখ হাসিনা ভোট চোর
348,আজকের সমাবেশ সফল ইনশাআল্লাহ
349,ভয় পেয়োনা বন্ধুরা আওয়ামী সন্এাসী বেশী বাধা এলে কঠিন জবাব
350,লাঠি আসো সবাই পুলিশলীগ আওয়ামিলীগ হামলা প্রতিরোধ যাই
351,ইনশাআল্লাহ বিজয়ের যাত্রা হয়েছে
352,দোয়া রইলো তোমাদের
353,ভোট চোর ভোট চোর শেখ হাসিনা ভোট চোর
354,শৈরাচারী সরকার বলাতে সাংবাদিক ধন্যবাদ
355,মানুষ টাকার বিনিময়ে আসেনি
356,আগুন জ্বালো আগুন জ্বালো কেমন ডাক বল বল আল্লাহু আকবার
357,ইনশা আল্লাহ বিএনপির জনসমাবেশ সফল
358,সাধারন জনগন বিএনপি পাশে আছি ইনশাল্লাহ থাকবো স্বৈরাচারী সরকারের বিরুদ্ধে
359,সাধারন জনগন বিএনপি পাশে আছি ইনশাল্লাহ থাকবো স্বৈরাচারী সরকারের বিরুদ্ধে
360,সাংবাদিক সাহেব মন খুশি ফেলল শ্বৈরাচারি সরকার
361,দেশের জনগণ রুখে দাঁড়িয়েচে
362,ভাই মুখে স্বৈরাচারী সরকার শুনে খুশি হইলাম
363,আলেমদের জালেমের জেলখানায় বন্দি মানুষের গণতান্ত্রিক ভোটের অধিকার হরণ স্বৈরাচার সরকার
364,জালো জালো আগুন জালো স্লোগান মানুষ গুলোর চেহারা বুজা যাইতেছে চিড়িয়াখানার প্রাণী
365,এগিয়ে যাও ইনশাআল্লাহ জয়
366,আজকে বিএনপির সমাবেশ সফল ইনশাআল্লাহ লালমনিহাট জেলা বাসীর পক্ষ
367,সমাবেশ ভোটচোর অবৈধ সরকারের পতন ঘটবে ইনশাআল্লাহ
368,সমাবেশ সফল
369,ইনশাআল্লাহ বিএনপি খমতায় আশবে
370,পুলিশ কয়জন সর্বোচ্চ কয়জন ১ লাখ ধরলাম দেশের ১৬ মানুষ এন সাথে যেকোনো কিছুর বিনিময়ে ভারতের দালাল খেদাইতে
371,জেলা উপজেলা কলেজ পৌর ইউনিয়ন ওয়ার্ড শাখা ছাত্রলীগ আওয়ামীলীগ যুবলীগ সেচ্ছাসেবকলীগ সকল নেতাকর্মীদের মাঠে থাকার অনুরোধ রইল সকল প্রকার সন্ত্রাসীমূলক কর্মকান্ড ঠেকাতে ছাত্রলীগ সংঘবদ্ধ
372,এগিয়ে যাও এগিয়ে যাও
373,ইনশাআল্লাহ ইতিহাস গড়ার লক্ষ্যে চট্টগ্রামের সমাবেশ জনসমুদ্রে পরিণত
374,কুত্তালীগ নিপাত যাক জনগণ মুক্তি পাক
375,একজন সাংবাদিক ইলিয়াস সমতুল্য এদেশের সকল চ্যানেল সাংবাদিক মিলেও পারেনি এদেশের সাংবাদিকদের আফসোস লাগে
376,গাজীপুর মহানগর যুবদল পক্ষ শুভেচ্ছা অভিনন্দন
377,পাইকগাছা সমাবেশটি সফল সার্থক তুলুন
378,সন্ত্রাস আওয়ামী লীগ নিপাত যাক
379,ইনশাআল্লাহ আগামীতে তোমরাই সফল
380,লাভ সবাই চেয়্যারের পাগল
381,অবৈধ সরকার বিএনপিকে এতো ভয় পায়
382,মাশাআল্লাহ আলহামদুলিল্লাহ মহা সমাবেশ সফল হউক কামনা করছি
383,ইনশাআল্লাহ দেশের আকাশে কালিমার পতাকা উড়বে
384,সমাবেশের যেনো সিয়রাচারি সরকার যেনো দেশে থাকতে বড় আন্দোলনের ঘোষণা এভাবে সরকারের নির্যাতন সহ্য আন্দোলন মরা ভালো মানুষের
385,টাকা দেশ জয় জয় জয়ের চাইতে দীর্ঘস্থায়ী দেশ জয় তিন প্রথমত যুদ্ধ যুদ্ধ আমেরিকা আফগানিস্তান ইরাক জয় পদ্ধতিতে দেশ জয় দীর্ঘদিন পরাজিত দেশের জনগণ দখলদারকে ঘৃণা জনগণ এক সময় জেগে উঠে দেশকে শত্রু মুক্ত দখলদারিত্ব বজায় রাখতে প্রচুর শক্তি ব্যয় ব্যয়বহুল দ্বিতীয়ত ধর্ম প্রচার ধর্ম গ্রহণের জনগণ আল্লাহর অনুগত হিসেবে বহিরাগত ধর্ম প্রচারকদেরকে দেশে স্বাগত শাসন ক্ষমতা দান তৃতীয়ত অর্থনৈতিক বিজয়ের অর্থাৎ টাকার গন্ধ ছড়িয়ে দেশকে অর্থ সাহায্য দেয়া দাতাগোষ্ঠী দেশটি জয় নিয়েছে সহজে বুঝা অর্থনৈতিক সাহায্যের নামে দেশ জয় আক্রমণ কোনরূপ বাড়াবাড়ি লাগে শান্তিপূর্ণ উপায়ে সম্পন্ন দেশের জনগণ টের পায় দেশ অন্যের দখলে রাস্তায় সৈন্য পায় ধর্মও কম অপরিবর্তিত স্বাধীনভাবে চলাফেরা কথা এমনকি শাসন ক্ষমতায় দেশে নির্বাচনও দেশ অন্যের দখলে জনগণকে বুঝতে দেশের সম্পদ দখলদার দেশে সকল ব্যবস্থা পাকাপোক্ত এক দেশ দেশের স্থায়ীভাবে বিজয় লাভ দেশে মাথাপিছু বৈদেশিক ঋণের পরিমাণ বর্তমানে বাংলাদেশের গরিব দেশগুলোর বৈদেশিক ঋণ ১৯৮০ সালের চাইতে ১৯৯০ সালে ৬১ বৃদ্ধি পেয়েছে ঋণের সুদ বাবদ প্রত্যেক বছর করের বোঝা জনগণের বাড়ছে আয় পরিমাণ সম্পদ বিদেশে অর্থনৈতিক বিজয়ের ফসল হিসেবে বিজয়ী দেশসমূহ দেশের সম্পদ
386,ইনশাল্লাহ আজকের সমাবেশ সফল
387,লড়াই লড়াই লড়াই চাই কালেদা জিয়ার মুক্তি চাই জিয়ার সৈনিক
388,ঠাকুরগাঁও জেলা বলছি ইনশাল্লাহ আজকে চট্টগ্রামে বিএনপির সমাবেশ হবেই
389,সমাবেশ সফল ধরনের হামলা হট্টগোল কাম্য
390,সমাবেশে আমিও আছি দেশের জিবন দিতেও রাজি
391,সফল স্বার্থক
392,পুলিশ ভাইদের একটাই দাবি নিরপেক্ষ অবস্থান
393,বাংলাদেশ জিন্দাবাদ বিএনপি জিন্দাবাদ দেশ বাচাঁও মানুষ বাচাঁও সৈরাচার নিপাত যাক গনতন্ত্র মুক্তি চাই
394,আসসালামু আলাইকুম টুম্পা আপু কেমন আছেন
395,আল্লাহ সবাইকে রহমত কর
396,যমুনা টিভির রিপোর্টার দেখছি বিএনপির মুখপাত্র হিসেবে
397,১০ লাখ বলছিল ১০ হাজারও হবেনা
398,সমা সফর হেক
399,ক্যামেরার ২০ ২৫ দাঁড় মিছিল বানিয়ে প্রচার সমাবেশে জনসমাগম বাড়ানোর
400,ধন্যবাদ ওদেরকে সফল
401,আওয়ামী লীগ নৈরাজ্য
402,সাংবাদিক ভাইদের চাই জনগোনের পাশে দাঁড়ান জনগণ আপনাদের পাশে ইনশাআল্লাহ
403,এখান পাচশ টাকা হাজিরায় গেসে ট্রাকে ভরে
404,সাংবাদিক ভাই চাকরি টা সত্যি কথা বল্লেন
405,স্বৈরাচারী সরকারের পতন হক
406,সকল জনগন এক হও
407,সরকারের পতন ছাড়া দেশের মানুষ সানতি পাবে
408,জয় হবেই ইনশাআল্লাহ এগিয়ে যাও জনগণের ভালোবাসায়
409,কলকাতা বলছি বিএনপিকে সমর্থন
410,এতো বড় বিভাগীয় জনসমবেশ পুরো চট্টগ্রাম লোকে কানায় কানায় হবার কথা কই লোক বিএন পিকে থেমন সাপট জনগণ
411,একটা নির্দিষ্ট সময় অবস্থা
412,বাদার প্রমান পাওয়া যায় বিএনপির নেতারা অভিযোগ দেয় এখনো প্রযান্ত এরকম মারামারির ঘটনা ঘটে
413,সফল সার্থক রাজৈর উপজেলা যুবদলের পক্ষ
